concept,paper_count
light emitting diode,16514
heat conductivity,7442
electron microscope,228228
cell signaling,39425
minimal spanning tree,1277
mode resonance,4186
hypothesis space,1595
differential equation,138127
proton collision,8655
volterra integral,5749
discrete optimization problem,1129
hybrid learning,9279
mass energy,33392
state classification,2605
quantum electron,1527
radio frequency wave,191980
pseudopotential method,3012
graph partition,883
power fluctuation,4254
radiative energy,5055
ensemble learning,30669
structural similarity,31882
dielectric elastomer,4823
dielectric film,3799
microwave beam,953
gradient descent,44876
sound propagation,11503
disk graph,620
reservoir system,4395
gallium arsenide,15571
clustering algorithm,68478
molecular diffusion,8699
scanning tunneling microscopy,36201
amplitude modulation,29600
cell migration,107739
acoustic signal,13256
frequency synthesis,2609
spin density wave,2870
thermal disturbance,831
electron emission,21680
semisimple lie algebra,1002
heavy electron,650
molecular beam,54172
hybrid state space,104
scalar model,1540
free energy density,1552
virtual photon,3332
pole model,1295
memory bottleneck,850
spectral resolution,35935
matrix theory,18464
pulse position modulation,3058
mr imaging,57016
collision detection,10565
whispering gallery mode,4343
allocation algorithm,14281
photonic circuit,1484
acyclic graph,10489
passive detection,1687
excitation spectrum,11519
receiver operating characteristic curve,41707
rf wave,706
lstm network,6713
free abelian,2372
petri net,21457
polyethylene terephthalate,26149
water absorption,65596
bayes estimator,1434
dielectric continuum,1450
cell biology,62310
tikhonov regularization,6796
mie scattering,6046
optical depth,34879
light beams carrying orbital angular momentum,119
deterministic program,158
monte carlo simulation,105650
shg signal,1265
light spectrum,5660
packet transmission,7377
thz radiation,7076
carbon steel,57060
discrete group,2848
variational autoencoder,12633
video coding,28414
hydrogen atom,32774
superconducting transition,19821
tensile modulus,9400
lanczos method,1816
electron spin resonance,31788
quadratic spline,680
multilayer graphene,4762
phase model,12999
diffusion model,53869
plasma wave,6170
structured light,11740
transition state theory,6138
quantum fisher information matrix,191
zinc selenide,2329
fiber optic sensor,3884
topology identification,935
bayesian analysis,25692
surface reconstruction,18444
thermal regime,7690
plasmon excitation,2337
molecular fingerprint,2083
bragg resonance,724
absorption model,2432
quantum random number generator,784
toy model,10904
topological phase,11658
topological structure,15958
causal structure,8611
doppler shifting,291
spatial temporal,2808
impulse response,52212
causal connection,4165
tissue structure,9949
ultrasonic vibration,8122
covert channel,1895
intermolecular interaction,10094
image sensor,18527
heat current,2044
linear thermal expansion,2960
coulomb problem,880
ethylene oxide,33120
point source,40347
infrared laser,17161
nonlinear distortion,4900
radiation detector,4894
eukaryotic cell,9937
atmospheric oxygen,6571
navier stokes equation,589
scattering intensity,6603
pt symmetry,1347
ferromagnetic state,4515
linear quadratic,20778
temporal spectrum,700
distance measurement,11589
newtonian fluid,17814
sd model,1806
flow information,5873
microcavity mode,182
channel matrix,4384
machine intelligence,8229
linear network,4315
squeezed state,2373
quantum chemistry,24210
nonlinear controller,5243
hyperfine field,4105
silica nanoparticles,27370
perovskite solar cell,7610
transition metal element,309
quintic nonlinearities,208
light intensity distribution,1494
geometric control theory,470
nuclear motion,2900
mesoscopic ring,566
irreversible entropy production,304
raspberry pi,36444
inverse power law,1408
morlet wavelet,2939
planar geometry,29900
relaxation mechanism,5233
dimensionless number,2047
radio signal,6784
linear network coding,1757
radio wave,9107
nonlinear response,17116
condensed matter,33640
magnetic frustration,2251
transition function,2637
surface energy,47318
pso algorithm,14299
cooling efficiency,5592
bayesian classifier,4387
eddy current,29951
spectral imaging,10882
quantum geometry,3299
inversion method,16300
coupled electron,8393
second order perturbation theory,992
detector sensitivity,2066
integrated waveguide,10742
mobile sensor,6036
bidirectional long short term memory,928
spherical particle,5770
laser annealing,5492
molecular vibration,1795
optical nonlinearities,4626
ultra low energy,316
photon sector,285
energetic photon,467
mode oscillation,1753
electronic circuit,11253
magnetic levitation,7701
imaging spectroscopy,6041
multispectral image,5572
electronic absorption,12390
transverse wave,2868
biomedical diagnostics,1910
gaussian decomposition,585
envelope modulation,1638
electronic voting,6184
compressed representation,1310
particle energy spectrum,525
anharmonic trap,141
scattering regime,1342
poling field,692
conduction electron spin,497
quantum light,3893
spin sensitivity,285
interferometric observation,285
transmission efficiency,17605
hafnium oxide,3505
decision feedback equalizer,2530
rotational symmetry,10266
polynomial chaos,6448
coupling matrix,4595
cosmic string,3962
spectral line,16980
genetic code,13252
vibrational mode,6823
plasmonic behavior,499
variation distance,2149
chemical vapour deposition,13759
structural causal model,773
nitrogen isotope,5518
heat distribution,5901
detection wavelength,18575
coupled cluster theory,1905
holonomy algebra,91
harmonic response,3626
threshold enhancement,489
potassium channel,21507
chaotic time series prediction,676
gibbs free energy,19858
polar transform,447
refractive index sensing,2904
correlation matrix,28188
modulation instability,3698
high modulation frequency,171
nanowire network,947
network communication,15535
cubic phase,13525
interior surface,3108
surface corrugation,792
nucleon interaction,5298
spectroscopy method,6039
differentiable programming,711
molecular diagnostics,14628
lanthanide ion,2156
cholesky decomposition,2820
modal decomposition,4271
subjective information,2400
electron diffraction pattern,1624
damping effect,6266
electrostatic force,8018
linear chirp,1168
schottky barrier,21010
cosmological arrow,164
boson model,4765
entropy index,1540
nonlocal nonlinearities,181
traveling salesman problem,13266
renewal theory,2068
bell nonlocality,917
spectral weight,5147
organic solid,3461
flow chart,27242
velocity spectrum,1566
optical waveguide,15193
nitrogen nucleus,208
linear transform,1798
reduction ratio,6651
magnetic phase,17845
coherent tunneling,880
metric function,1135
direct band gap,7487
quadratic problem,1104
edge shape,1330
ant colony algorithm,10641
cellular receptor,3804
time domain simulation,3211
point light source,992
fourier plane,1765
bessel function,5210
nonlinear schrodinger,5061
interparticle spacing,1199
laser dressing,133
inertial navigation system,14241
linear stochastic differential equation,335
fresnel integral,586
scattered signal,1596
hybrid lattice,748
dc magnetic field,3693
magnetic flux density,11241
photon detector,4525
error reduction,9856
cartesian coordinate,5562
relativistic hartree,1992
human machine interface,4276
relay network,4788
molecular emission,2658
laplace operator,6242
molecular dissociation,1748
net magnetization,1709
phase sensitivity,2410
toeplitz structure,706
fft algorithm,3087
mixed nash equilibrium,254
orbiting satellite,2286
mesoscopic model,1422
reactive power flow,2177
massless scalar field,3574
temporal space,1135
fluid motion,10512
polynomial invariant,436
graph isomorphism,2796
euler equation,4845
yttrium aluminum garnet,4117
nonlinear programming problem,4012
tension force,3497
space charge region,2015
homogeneous electric field,1083
lattice structure,16118
cavity ring,5352
weighted undirected graph,459
electron transfer reaction,2964
electromagnetic field propagation,316
recognition algorithm,18414
latent space,24291
discrimination power,4717
passive state,1912
discrete fourier transform,16575
geometric space,1487
displacement distribution,1882
monte carlo algorithm,8913
quantum model,3991
photoacoustic effect,1080
finite difference time domain,11904
disorder strength,2401
prototypical model,884
beating effect,208
solar neutrino,7301
semiconductor spin qubits,235
spectrum reconstruction,883
twisted bilayer graphene,3816
continuum problem,323
topology optimization problem,849
collective plasmon resonance,25
stirling engine,5274
pulsatile blood flow,1629
magnetic ion,1280
action model,3839
electron tomography,9387
sandwich structure,9744
broken rotational symmetry,289
phase stabilization,1840
bayesian theory,2749
evanescent field,5255
te polarization,1493
nanoscale resolution,2107
structured illumination,6226
plane structure,1700
leaky integrate,2594
organic dye,9458
quantum machine learning,5936
periodic lattice,2932
antisymmetric state,112
honeycomb structure,5063
negative differential resistance,5686
nonlinear excitation,1219
er expression,2496
localization uncertainty,589
flux flow,2017
sculptured thin film,150
planar antenna,4491
killing vector,3054
causal reasoning,4766
third order equation,187
thermal anomaly,2218
nuclear spectroscopy,1541
high electron mobility transistor,5054
cross phase modulation,749
hopping mechanism,2749
equilibrium flow,1751
ultrasonic measurement,3298
tunnel coupling,1060
higher peak power,636
phonon dispersion,8134
nuclear charge,5024
power law distribution,2963
resonance pole,333
constraint satisfaction problem,3866
dynamic susceptibility,2924
cladding material,2239
piecewise differentiable,260
energy transfer efficiency,3930
cryptographic protocol,2024
magnetic behavior,13761
positive semidefinite matrix,563
collinear phase,476
equilibrium structure,4133
boolean hypercube,311
stationary particle,260
projective space,8907
plasma column,5348
boundary correspondence,1790
adiabatic switching,474
asymmetric phase,916
cellular automata rule,127
equilibrium equation,4349
energy storage capacity,4865
covariant quantization,617
cryptographic hash,2556
transition metal oxide,6131
boltzmann gas,362
charge conversion,1741
magnetic torque,2191
magnetic heterostructures,832
modulation mechanism,1820
band gap energy,9541
mc model,1213
structure identification,3733
orbital entanglement,281
gauge boson,8279
inhomogeneous coupling,106
quantum dash,555
spin conservation,513
microwave clock,154
energy transduction,3049
silicon nitride membrane,870
atomic effect,76
singular perturbation theory,2118
fluctuating state,350
infrared frequency,1552
fcc phase,2586
particle scattering matrix,56
gravity force,2278
susceptibility tensor,1564
power scaling,4325
polarization reversal,2381
camera field,838
equilibrium pressure,2068
homogeneous polynomial,1926
entangled electron,227
rayleigh distribution,3721
diagonal operator,331
thermodynamic length,142
optical spring,267
quasi monte carlo,428
winding angle,972
circularly polarized luminescence,4570
localized field,1050
room temperature photoluminescence,1772
multiplexed imaging,1729
spin correlation function,1200
chip detection,934
narrow band gap,3048
exponential phase,8120
bayesian regression,3313
spectral effect,277
dimerized state,194
spin parity,469
radiative balance,2203
dependent theory,762
neutron field,1611
nonlinear phase shift,863
compressive strain,11347
green function theory,269
angular momentum operator,439
jamming signal,1935
state sequence,1890
adiabatic dynamic,92
rydberg state,2666
heisenberg uncertainty principle,1907
conditional probability density,1197
ordering phase,598
time bandwidth product,196
fluctuating light,1245
relativistic kinematics,1181
dielectric metasurface,2165
dipole field,4251
radio system,7423
self organization,1896
nanosecond laser pulse,745
nuclear separation,308
root space,332
interior structure,4409
transverse electric field,1907
matrix expansion,1349
diffraction measurement,2374
fermi momentum,1246
surface charge distribution,1283
vapor bubble,2008
matching theory,2331
phonon spectrum,3855
magnetic dipole moment,2489
imaging volume,952
adiabatic quantum computing,428
topological quantum phase transition,410
geodesic path,463
sign problem,3247
plane wave basis,691
paradoxical effect,2338
atom laser,929
quantum ising,2052
curved spacetime,5545
traction free,571
fermi edge,891
scattering asymmetry,408
capillary action,3207
lattice quantum electrodynamics,67
reasoning engine,1467
vibrational distribution,1058
field coupling,9157
absorption measurement,2238
formal group,1313
logistic regression algorithm,1397
chromatic dispersion,8498
reinforcement learning agent,2400
absorption cell,1898
virtual bound state,254
phase code,588
topological phase transition,4060
fluctuation dissipation,775
equilibrium system,2793
embedding dimension,2843
deterministic complexity,178
jacobi identity,876
electrical modulation,809
edge geometry,1406
symbolic algorithm,454
neighboring quantum dot,12
inexhaustible source,1850
quantum propagator,257
concave function,2008
aqueous mixture,1413
pulsed laser excitation,1074
trotter product formula,185
resonant circularly polarized light,68
blue shifting,318
division operation,710
quantum oscillation,1172
differential structure,1607
memory length,881
microscopic correlation,168
optical transparency,9095
paul trap,2112
gauge choice,625
photoconductive gain,882
hill climbing algorithm,681
sleep mode,4195
chain scission,4392
scintillation index,1848
pure state entanglement,82
right hand circular polarization,313
integrated electronics,2059
operator convex,205
dyson equation,1907
hubbard system,379
planar symmetry,554
superconducting josephson junction,183
entangled source,181
hot wire anemometry,752
spacetime dimension,988
yukawa coupling,4630
hessian method,223
directions orthogonal,324
digital holographic microscopy,3474
putative torus,83
damped harmonic oscillation,61
fast fourier transformation,3540
vibrational free energy,250
tomographic imaging,8011
quantum simulation algorithm,41
equilibrium phase diagram,1373
photon resonance condition,117
vertex function,1379
spin echo decay,151
semiconductor microcavities,1483
josephson junction array,617
rna folding,2710
intensified ccd camera,607
homogeneous source,411
fisher discriminant analysis,1625
matrix polynomial,1176
electric polarizability,842
transition density,2956
quantum non demolition,62
dark ring,748
charge relaxation,1218
triplet superconductor,650
photonic waveguide,1060
kinetic function,510
macroscopic superposition,307
symmetric formulation,391
pointer observable,45
nurse scheduling problem,356
dipole response,808
adiabatic quantum algorithm,87
maxwell field,2201
black hole information paradox,1901
magnetic spectrum,683
cyclic code,1118
rounding algorithm,492
free graph,2804
stereoscopic system,1411
computational quantum chemistry,682
optical reconstruction,2051
sine function,2587
magnetic field orientation,1725
logic program,2547
self inductance,383
adiabatic evolution,1730
structured code,441
dispersionless phonons,63
spatial expansion,3358
dynamical mean field,2502
finite element theory,1253
high order harmonic,758
passive sensor,1818
high optical transparency,1588
bessel beam,3031
interfacial friction,1716
polynomial coefficient,549
liouville theory,1594
conformal invariance,4294
hypergraph partitioning,613
wave operator,1465
drazin inverse,880
divergent integral,123
archetypal model,345
plasmonic grating,419
aperiodic sequence,103
nonlocal theory,1240
rank algorithm,891
high frequency mode,220
circular loop,1177
dispersion scan,114
john archibald wheeler,255
causality principle,616
dna molecule,8971
discontinuous jump,653
star product,1394
ghost imaging,3105
gs method,255
pauli blocking,1437
undifferentiated state,2630
quadrupole magnet,1065
topological boundary,853
coherent acoustic phonons,460
observational astronomy,1229
communication speed,1723
reduction operation,628
quadrupole mass spectrometer,5913
photo ionization,333
gradient ascent,2425
ensemble algorithm,1861
refractive index measurement,1281
non invasive monitoring,102
harmonic source,1463
temporal propagation,610
quantum hall insulator,119
spin squeezing,1315
wave superfluid,340
damping function,1170
weak disorder,2269
likelihood principle,1323
dilaton black hole,447
heat bath temperature,59
saddle point condition,56
polar crystal,639
resonant amplification,616
swap gate,526
neural network optimization,1438
wire segment,250
quantum spin hall effect,1145
energy matrix,3753
diffusion effect,2778
saturation conjecture,67
massive quantum field,116
dirac electron,862
public key cryptosystem,2022
nonperturbative method,312
far field radiation,696
acousto optic,196
electron repulsion,1786
subset sum problem,589
isotropic solid,821
helium atmosphere,1164
paramagnetic ground state,213
elastic neutron scattering,2432
nonlinear current,2309
gaussian density,2047
magnetic field profile,893
hyperparameter space,516
pairwise correlation,2253
resonant laser pulse,90
ultra low latency,205
character variety,866
energy bandwidth,470
stochastic algorithm,2177
quantum transduction,367
perovskite material,2300
kitaev chain,950
cavity state,183
quantum holography,202
isotropic universe,1065
nonlinear transport,2160
equilibrium separation,503
linear dispersion relation,1254
triplet transition,599
energy continuum,714
light deflection,1788
gravitational wave source,341
fermi golden rule,658
light transition,604
incomplete theory,224
spoofing attack,1787
dielectric cavity,515
tunneling system,299
fourier transform spectrometer,5771
integration problem,1794
shannon limit,1565
hamilton function,292
penning ionization,1519
mass sensitivity,1594
magnetic imaging,2642
photoelectron emission,2099
quadratic optomechanical coupling,63
alternating group,1544
ring spectrum,520
electromagnetic perturbation,239
harmonic regime,347
symbolic representation,7356
geodesic motion,1800
betti number,1995
quantum master equation,1997
chiral coupling,368
finite quantum field theory,58
atomic cloud,1197
photovoltaic solar cell,725
lobe structure,488
lattice dynamic,562
nanomechanical resonator,924
decoding problem,1063
interaction coupling,858
large exciton binding energy,696
gallium phosphide,2649
electron dynamic,192
modal distribution,1705
parabolic quantum dot,356
gaussian law,474
marangoni effect,2121
longitudinal spin relaxation,200
boltzmann kinetic equation,771
iccd camera,883
visa versa,473
contraction coefficient,510
stochastic motion,1142
gaas qds,535
group manifold,857
gaussian disorder,502
photoconductive antenna,1038
lower bit error rate,728
reversible transition,1384
perceptron model,1641
proton coupled electron transfer,621
inner product function,91
longitudinal motion,2856
elliptical geometry,310
third order perturbation theory,68
magnetic trap,2280
structural resonance,1320
undeformed theory,88
cell orientation,1609
magnetic grain,533
filter response,2401
stay alive,2546
detection plane,493
magnetic field line,2588
perturbative theory,660
majorana particle,312
room temperature electronics,152
pulse phase,2018
convex optimization algorithm,700
topological evolution,513
klein gordon equation,213
state compatible,189
logarithmic number,1028
nonreciprocal effect,109
weak signal detection,1503
monodromy representation,267
bidirectional reflectance distribution function,2849
micromechanical resonator,450
microscopic foundation,304
magnetic energy storage,3303
levinson theorem,212
generic coupling,162
majorana fermion,1687
ionizing electron,197
penrose lattice,184
electron transmission,3103
eigen frequency,461
complex phase space,205
kinetic entropy,129
rank deficient,738
consecutive sequence,244
quantum space,1389
krein space,669
order invariant,299
qkd network,409
ground state entanglement,213
high magnetic moment,420
nuclear spin polarization,1086
vacuum refractive index,70
reflecting boundary condition,318
spectral density matrix,852
beam jitter,333
universal quantum logic,137
synchrotron beamlines,722
organic crystal,2271
ram model,821
silica fiber,3635
quantum circuit simulation,299
ground state level,188
deep space communication,551
beltrami operator,2818
fluctuation theorem,1967
charge detection,1095
crystallographic root system,54
lorentz structure,420
scattered electromagnetic field,271
quantum nonlinear oscillator,51
fault tolerance mechanism,502
helical waveguide,149
quantum suppression,178
electronic resonance,599
hybrid nanostructure,1455
raman active phonons,123
radiation mode,1094
vortex strength,1495
perovskite oxide,4742
periodic cell,768
spin structure factor,615
weyl chamber,374
microwave generation,1834
laser plasma accelerator,250
polynomial number,1368
algebraic computation,819
quantum monte carlo simulation,674
algebraic expression,1721
symmetry point group,176
legendre polynomial,2104
quadratic coupling,641
hierarchical dynamic,832
fe state,120
hadron interaction,370
transfer function matrix,1329
power stroke,1488
time dependent transport,125
diamond nanocrystal,121
nonequilibrium transport,850
curvature variation,524
elastic scattering rate,106
magnetic variation,712
dual algebra,261
convexity inequality,67
near infrared wavelength range,222
ir radiation,3776
orbital wave,410
quantum detection,634
entangled coherent state,211
exciton transport,1544
regression calibration,782
paraelectric phase transition,923
antenna geometry,1348
zero phonon line emission,22
magnetic excitation,2283
luminescent material,1716
semidefinite program,1916
nonequilibrium phase transition,830
invariant ring,290
chiral photonic crystal,141
projected gradient algorithm,196
tensor product decomposition,215
sparse problem,278
lattice shape,190
recursive function,1409
lamb mode,593
landauer principle,327
polarization conversion,4400
chaotic effect,69
time evolution operator,908
quantum coding theorem,17
electromagnetic oscillation,183
covariant representation,179
linear dispersion law,91
wavelength spectrum,1275
quantum shot noise,268
halide perovskite solar cell,243
laser interferometer space antenna,2653
cell coupling,1406
diffusion wave,862
resonator system,1101
hydrogen model,312
high extraction efficiency,1048
hybrid code,1119
geometric decomposition,379
brillouin spectroscopy,1294
pattern recognition problem,1333
bundle structure,1460
quantum boltzmann equation,372
metallic magnet,73
quantum network communication,60
vector formalism,477
complexity metric,996
adaptive channel estimation,505
middle infrared,1291
propulsion force,995
momentum representation,1056
lebesgue space,1609
scattered particle,246
planar wave,813
langmuir wave,1147
dark resonance,254
hyperfine qubit,71
wavefront manipulation,768
polarization anisotropy,1721
quadratic kernel,349
transition range,1612
self polarization,49
digital back propagation,163
mott state,430
iwasawa decomposition,331
bayesian calibration,1594
qkd system,1260
multiplicative coupling,99
near infrared absorption,546
singular vector,1384
floquet state,190
crystal state,1862
lasing spectrum,415
diagonal tensor,217
shapiro time delay,350
space correlation,1363
tunneling electron,861
cold fermi gas,115
quantum operation,837
thermal conductivity measurement,1531
coherent state transform,57
pseudorandom number generator,1041
singularity strength,151
reconfigurable network,758
excitation polarization,406
atomic magnetometer,1117
bulk heating,492
high coupling efficiency,1246
photon extraction,458
cycle structure,1147
waveform synthesis,833
cvd graphene,1870
configuration state function,108
oscillation regime,464
maximally mixed marginals,43
security assurance,2319
binary darboux transformation,156
signal correlation,1750
helmholtz theorem,221
purcell enhancement,993
transverse energy flow,318
quantum magnet,915
sight imaging,512
thermal energy transfer,608
fading memory,1372
optical angular momentum,424
planck law,150
tensor contraction,455
subgraph isomorphism,1299
quantum magnetism,1203
dipole scattering,631
bcs model,755
macroscopic quantum tunneling,854
hartree fock bogoliubov,23
telecom photon,144
convolutional encoder,2050
asymmetric interaction,561
generic algorithm,2150
momentum quantum number,718
order operator,1273
thermal hall effect,711
hamming graph,235
binary block code,69
frozen mode,115
kerr comb,388
differential algebra,1498
circular current,587
schwinger representation,171
correlation operator,489
lateral structure,919
nanowire geometry,332
probabilistic quantum cloning,41
holographic duality,1184
graviton emission,222
exciton reservoir,180
constellation symbol,70
coupled microcavities,251
fringing field,1380
nano fiber,617
micro organism,386
ferromagnetic film,1266
dispersive shift,133
polymer thin film,1610
pixel basis,2018
narrow frequency band,1014
optical frequency synthesis,148
standing wave pattern,558
spectral tunability,892
brownian movement,831
polynomial expression,849
rectangular distribution,361
semiclassical treatment,753
extinction measurement,176
polarization wave,447
density matrix formalism,1186
plane propagation,283
asymmetric beam,319
probability density distribution,2207
continual observation,218
gaussian decay,414
quantum stochastic walk,35
time reversal asymmetry,54
qubit relaxation,220
spinning electron,150
phase space integration,143
optical magnetometry,208
classical ising chain,32
temperature dependent photoluminescence,538
diffusion velocity,834
spin exchange interaction,498
circuit network,965
slow light regime,101
modular hamiltonian,346
projective module,639
absorption saturation,853
graphene oxide film,528
bump function,147
time harmonic regime,20
coulomb center,105
magnetic field interaction,283
plane wave illumination,474
microscopic system,995
rb atom,362
von neumann entropy,3365
intensity distribution function,130
inversion free,75
green sulfur bacteria,890
matrix problem,828
covariance group,51
electromagnetic wavelength,269
resonant pair,271
satisfactory theory,831
lanczos coefficient,15
plasmonic slot waveguide,170
artificial material,1157
zero temperature phase,268
light matter interaction,411
verification theorem,717
spin polarizer,182
complex nonlinear dynamic,466
shannon mutual information,227
electric field polarization,315
cavity photon field,33
unsupervised machine learning algorithm,716
product integral,220
group pgl,158
signal transformation,1004
radon transformation,459
peak splitting,1162
thermal fluctuation spectrum,29
interactive visual analysis,624
sublattice antiferromagnet,118
transient chaos,699
gas entropy,220
induced current density,879
mechanical stretching,2013
fokker planck equation,213
polarized nucleon,532
resonance problem,936
spectral stability,2442
endocytic vesicle,482
rotational invariant,701
boltzmann weight,236
deep artificial neural network,414
geometric tensor,470
cross power spectrum,311
surface energy density,437
inhomogeneous lorentz group,177
parabolic trap,258
broadband excitation,943
density excitation,361
largest schmidt coefficient,17
galilei algebra,135
valence charge,641
adaptive optics module,207
spectroscopic model,697
symmetric operation,184
bm model,275
equilibrium correlation,366
tensor operator,640
superconducting transmon qubit,277
resonant atom,188
time ordered correlator,47
photon absorption probability,60
linear correction,1129
relaxation timescale,471
sequence correlation,358
optical spatial soliton,47
abc model,1571
pristine system,222
frequency dependent dielectric function,81
superluminal signal propagation,29
subwavelength imaging,723
virtual resource,1027
gamma matrix,209
quantum incompatibility,94
coherent terahertz radiation,235
linear arithmetic,741
diagonal symmetry,179
exciton transition,1127
equilibrium regime,795
signal recycling mirror,20
airy function,1085
perturbative model,368
pionic atom,119
atomic basis,928
invariant relation,255
classical dynamical system,172
lhv model,43
relativistic equation,916
quadratically coupled optomechanical system,50
laser propagation direction,300
low spectral resolution,794
optical information storage,652
geodesic analysis,211
gas phase molecule,74
high vacuum environment,728
weak commutativity,152
soliton propagation,1692
low lying energy,101
magnon system,180
phase operator,678
gravitational radiation damping,88
transformation relation,323
finite dimensional algebra,546
friedel oscillation,181
homological invariant,107
microscopic spin,429
degenerate model,254
quantum gravitation,186
condensed matter theory,575
continuous probability distribution,573
tripartite quantum state,60
ground state spin,698
hyperbolic shape,271
liquid dielectric,966
sheer complexity,896
large spectral shift,98
quantum flow,154
light scattering spectrum,224
jacobi group,174
diffusive spin transport,91
continuous variable quantum key distribution,499
passive cavity,391
levitation height,313
vector operator,286
symplectic matrix,342
longitudinal shift,315
cmos detector,683
sharp absorption edge,140
macroscopic length,837
algebraic polynomial,502
ultrafast optical excitation,246
fourth harmonic generation,248
spontaneous wave function collapse,71
electron ionization mass spectrometry,508
magneto thermal,29
radial location,1083
depolarizing quantum channel,26
machine learning network,236
faraday instability,360
phase space domain,48
velocity gauge,389
quantum decay,405
polarized scattering,576
ginibre ensemble,388
complex projective variety,457
single molecule fluorescence microscopy,275
rod cell,552
liquid state nmr,237
classical hilbert space,61
density matrix representation,67
feynman diagram,1441
rotational friction,525
proper orthochronous lorentz group,36
ultracold plasma,290
sat formula,235
bio sensing,331
microwave electric field,563
free radiation field,34
second order fluctuation,16
random bit generation,340
milp solver,268
dipolar mode,293
covariant poisson bracket,39
polarization encoding,457
master equation formalism,267
nonlinear gauge,285
homogeneous differential equation,422
topological principle,83
cellular algebra,88
ds model,378
hydrodynamic mode,418
azimuthal wavenumber,714
thermal radiance,315
generic dynamic,401
maximally mixed state,342
network partition,1086
epitaxial quantum dot,70
ground energy level,68
telegraph equation,1233
topological error correction,79
multipole moment,555
lorentzian line shape,399
nano crystal,250
magnetic dipole coupling,154
cn molecule,200
spectral blue shift,179
photonic crystal fibre,1166
zincblende semiconductor,50
halton sequence,263
parameter bifurcation diagram,157
topological interface,641
energy absorption rate,463
vacuum correlation,111
strong electromagnetic radiation,113
photon number distribution,480
covariant gauge fixing,81
hamilton operator,335
tunneling decay,265
twofold degeneracy,225
svetlichny inequality,76
maser radiation,257
chiral interaction,480
blind quantum computing,173
pulse spectrum,1095
molecule state,225
resonant fluorescence,297
strong transverse magnetic field,182
ultralight dark matter,717
polariton excitation,312
correlated gaussian basis,172
diagonal matrix element,153
programmable switch,498
group gl,781
bandgap modulation,376
low temperature operation,791
atomic spectrum,338
bosonic laughlin state,58
minimal side effect,260
fine structure splitting,579
transition edge sensor,935
ao correction,411
energy positivity,121
finite energy density,218
tripartite network,187
second order quantum phase transition,73
spin ladder system,173
linear spectral problem,88
continuum threshold,273
circular bragg grating,184
matrix product structure,9
orbital quantum number,193
second order energy,115
quantum chaology,80
atomic quantum memory,111
hahn polynomial,36
polar atom,60
mott insulator state,180
quantum hydrodynamic equation,8
chiral edge mode,70
fusion gate,142
polar transformation,399
lyapunov operator,69
cascade network,547
non abelian gauge,102
zero knowledge protocol,92
planar boundary,550
qec code,92
lorentzian spectrum,162
gibbs relation,190
quantum marginals,24
plasmonic metamaterial,676
high earth orbit,279
integrable turbulence,83
perturbation strength,609
hermitian polynomial,93
number entropy,67
generic search,504
back action effect,11
path integral quantum monte carlo,82
dqd system,48
transverse modulational instability,57
spinor wave function,92
black body limit,45
wave packet propagation,539
photon number tomography,11
fully separable state,21
pi electron,286
deconvolution operation,192
kms state,202
hydrogen chain,254
spatiotemporal mode,324
mesoscopic cavity,24
weak coin flipping,53
deflection function,611
cubic point group,47
optical cat state,27
invariant plane,227
macroscopic mechanical oscillator,62
spatial bin,75
hetero junction,629
fast detection method,333
majorization theory,338
lg mode,170
energetic model,655
optical frequency comb generation,639
spherical mode,279
cellular cytoplasm,420
quadratic transformation,445
cold thermal reservoir,22
deterministic computation,428
gaussian spectrum,336
bose josephson junction,39
biological state,1214
linear gaussian setting,34
condensate particle,51
finite electric conductivity,64
perturbation spectrum,614
schwinger action principle,58
impenetrable boundary,71
quantum harmonic oscillator system,23
membrane resonator,165
radial compression,1151
kcbs inequality,31
superconducting circuit quantum electrodynamics,40
isotropic oscillator,198
quantum transducer,131
magnetic soliton,244
biphoton state,165
point greens function,3
degeneracy breaking,194
coset decomposition,129
magnetization dynamic,82
silicon nitride microresonator,139
hole energy spectrum,48
cv qkd system,11
reducible representation,192
fold caustic,83
layered van der waals material,65
stochastic evolution equation,324
maxcut problem,276
second order fermi,74
graphene conductivity,388
azimuthal coordinate,201
second order harmonic,242
periodic traveling wave,405
geometrical relation,465
heralding efficiency,209
parity projection,134
dwell time distribution,138
spatial momentum,252
generic symmetry,100
ultrastable laser,146
reversible mapping,131
euler heisenberg,13
topological entanglement entropy,512
pt heterostructures,360
linear response regime,1050
quasi phase matching,268
classical langevin equation,110
equilibrium stationary state,218
bernoulli shift,370
ringing effect,365
nc algorithm,200
silicon microring resonator,427
resonant oscillation,459
neutral meson,1012
antenna resonance,380
pauli equation,579
geometric momentum,64
large automorphism group,74
x ray imaging,190
surface susceptibility,245
quantum correlated state,23
compressive measurement,205
superconducting surface,324
colliding pulse,468
local order parameter,686
ic neuron,70
plunger gate,72
relaxation channel,440
terahertz probe spectroscopy,199
free photon,382
rational base,213
photon helicity,227
gaussian laser pulse,408
entanglement scaling,314
phase space compression,64
planar polarization,213
fluctuating phase,169
paradoxical behavior,502
operator quantum error correction,48
gradient ascent pulse engineering,148
piecewise continuous function,207
high order harmonic generation,377
algaas quantum dot,145
stable equilibrium state,417
inclusion exclusion,227
nonlinear waveguide array,43
werner state,370
thermal perturbation,923
cpmg sequence,181
dipole limit,112
sagnac effect,1328
quantum reservoir computing,345
nuclear spin resonance,123
